Id,IcdCodeSubBlockId,Code,Name
D0FBB2FC-83D6-4FC7-897C-F29F725E21F6,BA7CAC66-5FF9-4528-A647-DC6F166B7BB9,N60.3,"Fibrosclerosis of breast"
6DF7CC51-9590-4447-AA06-283E084C6535,BA7CAC66-5FF9-4528-A647-DC6F166B7BB9,N60.4,"Mammary duct ectasia"
070BFECC-F010-42CD-BBE7-48F877D5BA85,BA7CAC66-5FF9-4528-A647-DC6F166B7BB9,N60.8,"Other benign mammary dysplasias"
1774815C-8BF4-41FA-8AF8-56E204426E32,BA7CAC66-5FF9-4528-A647-DC6F166B7BB9,N60.9,"Benign mammary dysplasia, unspecified"
89172283-EFFE-458B-818E-888E482E77D5,6A62E01A-6229-43F7-B794-63659012478F,N70.0,"Acute salpingitis and oophoritis"
B6EB3D69-4ED6-47F0-9D97-53A9A3D75008,6A62E01A-6229-43F7-B794-63659012478F,N70.1,"Chronic salpingitis and oophoritis"
F7E64503-DB7D-4CAF-B578-B13F8E0CB8C1,6A62E01A-6229-43F7-B794-63659012478F,N70.9,"Salpingitis and oophoritis, unspecified"
640B792A-FB11-4BFC-A6B9-181AD8444FDA,D3B88B1B-5223-42DD-AD9A-A6CE2571E9F4,N71.0,"Acute inflammatory disease of uterus"
97050310-CF9C-415D-B6B1-60219F6E2706,D3B88B1B-5223-42DD-AD9A-A6CE2571E9F4,N71.1,"Chronic inflammatory disease of uterus"
6185365C-839E-4A28-9DB9-66CC9B7FEE31,D3B88B1B-5223-42DD-AD9A-A6CE2571E9F4,N71.9,"Inflammatory disease of uterus, unspecified"
2BF2CCA9-8BAA-4D3A-89DD-8F0D9493F836,43C69735-5712-465D-A861-D139FF618E0E,N73.0,"Acute parametritis and pelvic cellulitis"
A9FFFA6C-0ED8-4E9F-88D9-00A81DAE5D22,43C69735-5712-465D-A861-D139FF618E0E,N73.1,"Chronic parametritis and pelvic cellulitis"
F57AA2D5-10DB-445A-9132-ECD718C21D8D,43C69735-5712-465D-A861-D139FF618E0E,N73.2,"Unspecified parametritis and pelvic cellulitis"
4767ED8B-B08F-4006-8A88-2F73058A917E,43C69735-5712-465D-A861-D139FF618E0E,N73.3,"Female acute pelvic peritonitis"
6096AD1E-4875-4F3C-AF0D-8D64BE2A43B3,43C69735-5712-465D-A861-D139FF618E0E,N73.4,"Female chronic pelvic peritonitis"
C1C69180-8DBB-4D31-AC82-F47504F68E36,43C69735-5712-465D-A861-D139FF618E0E,N73.5,"Female pelvic peritonitis, unspecified"
F76CCE96-549D-446C-BA8C-D3D614C461E6,43C69735-5712-465D-A861-D139FF618E0E,N73.6,"Female pelvic peritoneal adhesions"
884D0832-F9F7-421D-ABD1-3EB5B871346A,43C69735-5712-465D-A861-D139FF618E0E,N73.8,"Other specified female pelvic inflammatory diseases"
1D82371F-E116-4935-95A9-09840AF21E21,43C69735-5712-465D-A861-D139FF618E0E,N73.9,"Female pelvic inflammatory disease, unspecified"
C889BFAB-D68C-4AB4-9BE2-3FE8A96D5686,115A84BA-5813-4A00-884B-01C5EAEF49F1,N74.0,"Tuberculous infection of cervix uteri"
21D2A32F-0499-40BA-984E-CB5F1823517B,115A84BA-5813-4A00-884B-01C5EAEF49F1,N74.1,"Female tuberculous pelvic inflammatory disease"
AF6FB64B-B692-4199-A184-CC7143AF82B3,115A84BA-5813-4A00-884B-01C5EAEF49F1,N74.2,"Female syphilitic pelvic inflammatory disease"
23CF69BA-6335-4432-89B7-075D1B7523D8,115A84BA-5813-4A00-884B-01C5EAEF49F1,N74.3,"Female gonococcal pelvic inflammatory disease"
626E9FFE-08B8-4FA2-9E49-8A6C50ADB623,115A84BA-5813-4A00-884B-01C5EAEF49F1,N74.4,"Female chlamydial pelvic inflammatory disease"
561F470B-7CF6-4C3C-BDD1-E56B86B09BCC,115A84BA-5813-4A00-884B-01C5EAEF49F1,N74.8,"Female pelvic inflammatory disorders in other diseases classified elsewhere"
A9DFFB75-A316-4222-BE3E-9380067C8CEF,13A0E51B-5CA7-48CB-A4EB-C9898BCC8BD7,N75.0,"Cyst of Bartholin's gland"
B50DF585-2C31-46E8-BB21-24666752D9F8,13A0E51B-5CA7-48CB-A4EB-C9898BCC8BD7,N75.1,"Abscess of Bartholin's gland"
D50622FA-E852-42EB-9937-B2B2F1DDFADF,13A0E51B-5CA7-48CB-A4EB-C9898BCC8BD7,N75.8,"Other diseases of Bartholin's gland"
F84E724A-2FB9-4E7F-8A98-BC7A0F603757,13A0E51B-5CA7-48CB-A4EB-C9898BCC8BD7,N75.9,"Disease of Bartholin's gland, unspecified"
C61CE0CB-B649-42F7-AD71-A4AFDCCBA529,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.0,"Acute vaginitis"
6D75DE2B-4FC2-4238-A632-A77ED2B08397,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.1,"Subacute and chronic vaginitis"
257225A6-101B-421D-BB6F-F63322D8CFEF,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.2,"Acute vulvitis"
291B4815-2DC2-4065-A16D-16B2F4C9107C,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.3,"Subacute and chronic vulvitis"
F39CF236-98E2-4E24-A8B6-21B8BBE4AA6C,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.4,"Abscess of vulva"
6AC683F4-28B7-4135-946D-1B576C0F17A6,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.5,"Ulceration of vagina"
BF9C60CF-DC0A-4378-B82C-D82353705DA0,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.6,"Ulceration of vulva"
AA7D0D95-560C-4C46-9D37-4EF4B1289A4B,CA4008D6-6445-4383-B7FC-FD29F299BDAF,N76.8,"Other specified inflammation of vagina and vulva"
93CEC8FA-F9F0-4261-966A-42BFF03300BD,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.0,"Endometriosis of uterus"
C9D42173-1BF8-4907-AD89-7706CCED346E,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.1,"Endometriosis of ovary"
1792B5BC-6EEB-4A64-A266-E365E2D23713,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.2,"Endometriosis of fallopian tube"
5573647C-0A8E-4213-B22D-8094110D4916,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.3,"Endometriosis of pelvic peritoneum"
5E5801A5-EE83-4BEB-BC2D-179B24144720,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.4,"Endometriosis of rectovaginal septum and vagina"
29F80776-49BE-44B1-9539-2A1462166990,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.5,"Endometriosis of intestine"
1F78AECD-31E5-48DE-BCC6-03950E9624A2,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.6,"Endometriosis in cutaneous scar"
FBF8C686-4116-4578-A093-DC045FBAE9D5,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.8,"Other endometriosis"
1DF9AB59-00BA-4E9F-AA24-75569D63C776,CFF615AF-AEB9-40D1-9FE6-56E886BEA46C,N80.9,"Endometriosis, unspecified"
E8AE0A8A-DF76-4527-BA91-5505C114E5A4,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.0,"Female urethrocele"
C41D26BA-2F49-4FED-9C53-8C4307157B03,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.1,"Cystocele"
A7313B14-B175-4510-A33D-C0F07AE06168,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.2,"Incomplete uterovaginal prolapse"
665A9D66-8100-44F5-BE52-3CD772BC1F34,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.3,"Complete uterovaginal prolapse"
CBE3FFA9-C196-457A-AFE2-C76A309DE874,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.4,"Uterovaginal prolapse, unspecified"
40B3E535-E49B-4B36-8FA1-A202B71617EA,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.5,"Vaginal enterocele"
8EBC6FAA-33A3-4325-8E75-ECB4155E1769,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.6,"Rectocele"
7E981EEE-18AA-4F29-84BE-07208073C97F,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.8,"Other female genital prolapse"
EF70A7E6-B7D4-41FF-9652-5F59A8841ADD,D84078DA-8B5C-4251-AF95-5BE4CAF4B3DD,N81.9,"Female genital prolapse, unspecified"
6A96EDD2-4879-48C1-ACB5-4A286A0DE29B,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.0,"Vesicovaginal fistula"
9C464685-EEEE-4DAA-B941-CD83A6323FE6,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.1,"Other female urinary-genital tract fistulae"
92707119-864B-4D3D-BDF2-ED2FE77A1E40,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.2,"Fistula of vagina to small intestine"
09CA5BFA-7067-4C6F-A897-B0947AF2271A,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.3,"Fistula of vagina to large intestine"
1C82A63A-409B-413B-B3C6-85F7B5B70262,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.4,"Other female intestinal-genital tract fistulae"
2EFC25DC-4C64-411A-98A2-77723158BF61,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.5,"Female genital tract-skin fistulae"
D7E70D06-126F-4C15-BFA9-7795B344298B,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.8,"Other female genital tract fistulae"
5001D178-BA5C-4D7D-858B-30D68A26E24C,04153EC8-FC18-4A89-9B72-CA923B9EBB27,N82.9,"Female genital tract fistula, unspecified"
E12D6483-E973-47E0-AD49-2D3361A9514D,1993EA87-2E81-4194-83C9-396FE91186FB,N83.0,"Follicular cyst of ovary"
56726C57-5F9C-483A-B959-5AFBF35C6257,1993EA87-2E81-4194-83C9-396FE91186FB,N83.1,"Corpus luteum cyst"
DB64706B-2D8E-497D-A789-03452CC2D553,1993EA87-2E81-4194-83C9-396FE91186FB,N83.2,"Other and unspecified ovarian cysts"
0F0A2319-ACE4-4D44-8527-293BFFD6DC30,1993EA87-2E81-4194-83C9-396FE91186FB,N83.3,"Acquired atrophy of ovary and fallopian tube"
7BAE19C6-378E-4929-84AD-7CBB587C9C70,1993EA87-2E81-4194-83C9-396FE91186FB,N83.4,"Prolapse and hernia of ovary and fallopian tube"
E834A86B-F6E1-4085-86C5-3C95B0F0185B,1993EA87-2E81-4194-83C9-396FE91186FB,N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube"
91486558-D4E7-40F2-B1EB-52CACB230E78,1993EA87-2E81-4194-83C9-396FE91186FB,N83.6,"Haematosalpinx"
28FEBA85-E871-47C6-89A3-4C6C6375FED2,1993EA87-2E81-4194-83C9-396FE91186FB,N83.7,"Haematoma of broad ligament"
2D16DD27-166D-4184-9896-BED76E12DC50,1993EA87-2E81-4194-83C9-396FE91186FB,N83.8,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
95F72CB9-E624-4046-BD5F-51FAEC727C6E,1993EA87-2E81-4194-83C9-396FE91186FB,N83.9,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
15113410-1887-4FF4-AA9F-E963D6FB7205,BAA7D340-2C7E-40E5-9FDA-D3692D70807D,N84.0,"Polyp of corpus uteri"
EAD89FBF-BFDD-4697-89E8-9B5DE759020E,BAA7D340-2C7E-40E5-9FDA-D3692D70807D,N84.1,"Polyp of cervix uteri"
386A8B82-19C6-4A6E-8EE5-EA6D15842FD3,BAA7D340-2C7E-40E5-9FDA-D3692D70807D,N84.2,"Polyp of vagina"
54A4833B-76FA-44CE-894A-11C862E615D3,BAA7D340-2C7E-40E5-9FDA-D3692D70807D,N84.3,"Polyp of vulva"
E3E067B4-03C0-4B60-BF95-2DED0C105EAA,BAA7D340-2C7E-40E5-9FDA-D3692D70807D,N84.8,"Polyp of other parts of female genital tract"
A0127213-C9E3-4B30-BFC9-71FC6D6133F4,BAA7D340-2C7E-40E5-9FDA-D3692D70807D,N84.9,"Polyp of female genital tract, unspecified"
E5464024-0160-4D6C-9F71-477FE8C23670,93E37256-1EE6-45DD-A60C-371F890174AB,N85.0,"Endometrial glandular hyperplasia"
50ADA27E-A0B3-427B-ACD5-F3DEE28034A1,93E37256-1EE6-45DD-A60C-371F890174AB,N85.1,"Endometrial adenomatous hyperplasia"
76693FEA-C1D1-434F-AEE5-3BC4C75A9179,93E37256-1EE6-45DD-A60C-371F890174AB,N85.2,"Hypertrophy of uterus"
5D37B457-7D83-4F0A-BEAB-D7E88E65ED3C,93E37256-1EE6-45DD-A60C-371F890174AB,N85.3,"Subinvolution of uterus"
C1BDF256-53F9-407C-ADE0-180160E01FD4,93E37256-1EE6-45DD-A60C-371F890174AB,N85.4,"Malposition of uterus"
1812D861-E68A-463B-8A3F-F20248343225,93E37256-1EE6-45DD-A60C-371F890174AB,N85.5,"Inversion of uterus"
AB4FA175-94D4-4F17-8CA1-137A16871974,93E37256-1EE6-45DD-A60C-371F890174AB,N85.6,"Intrauterine synechiae"
ACC04402-B63E-4FB1-8975-E30A48089F0C,93E37256-1EE6-45DD-A60C-371F890174AB,N85.7,"Haematometra"
317162E7-56C3-47F5-B602-8383F4F2AFA3,93E37256-1EE6-45DD-A60C-371F890174AB,N85.8,"Other specified noninflammatory disorders of uterus"
0C3611C0-1E2E-496D-908B-7147B954D188,93E37256-1EE6-45DD-A60C-371F890174AB,N85.9,"Noninflammatory disorder of uterus, unspecified"
EB13E22D-8FB7-4FC5-BF0A-0CFD1C6A5150,23031F5D-C8CF-4B4F-972F-7E506BE88215,N87.0,"Mild cervical dysplasia"
E9066C4F-2232-406C-9F48-954FD7C8BBBC,23031F5D-C8CF-4B4F-972F-7E506BE88215,N87.1,"Moderate cervical dysplasia"
2C24AC25-64C5-40FE-A773-39AD532AC4BE,23031F5D-C8CF-4B4F-972F-7E506BE88215,N87.2,"Severe cervical dysplasia, not elsewhere classified"
1D6E5192-AFEC-4BED-87D6-327ACC6DFEC3,23031F5D-C8CF-4B4F-972F-7E506BE88215,N87.9,"Dysplasia of cervix uteri, unspecified"
A1BA482D-3ED0-4017-8672-2EE3F0984A93,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.0,"Leukoplakia of cervix uteri"
DC70796A-4F7A-4BF2-BC16-317247E6F672,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.1,"Old laceration of cervix uteri"
63056D80-76A8-4DAE-88AA-EFE81CA71EF8,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.2,"Stricture and stenosis of cervix uteri"
3974C9C6-8594-4705-9819-CDE6381D02A8,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.3,"Incompetence of cervix uteri"
BF2CC8B0-0674-480A-B625-9899C1C0E8D9,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.4,"Hypertrophic elongation of cervix uteri"
850B906B-9C30-425B-89C6-B1E064D8D037,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.8,"Other specified noninflammatory disorders of cervix uteri"
5E3694FD-8AD9-4230-93A9-86C443AF8460,9807851F-AB9E-4A0C-8656-38A850676AE6,N88.9,"Noninflammatory disorder of cervix uteri, unspecified"
33EEB44D-67F6-4EB4-BB79-279F073C9A15,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.0,"Mild vaginal dysplasia"
1E28F545-605E-49A3-80B3-C5D5EFD317A5,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.1,"Moderate vaginal dysplasia"
CB6E2F2C-81C0-484E-96C7-189BDFDA178F,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.2,"Severe vaginal dysplasia, not elsewhere classified"
7DA6083A-9945-4B18-B2DE-C68535F6B744,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.3,"Dysplasia of vagina, unspecified"
322EB78A-B78F-4DF5-97F3-9D71EA2D3C41,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.4,"Leukoplakia of vagina"
028F2335-F6DE-40FA-AB28-F359B6F7DF5D,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.5,"Stricture and atresia of vagina"
BC80D8DE-4AC2-40B0-A951-5714443EDD1B,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.6,"Tight hymenal ring"
BFFAF500-3656-4D46-8DEE-8C11D2774750,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.7,"Haematocolpos"
10F06EF1-9E93-4916-B79B-592D7F6FDA9F,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.8,"Other specified noninflammatory disorders of vagina"
C1E48E90-6224-4AB6-9538-DD1761450FC6,B9E119C9-1BFE-44F0-9ED5-217F160678B7,N89.9,"Noninflammatory disorder of vagina, unspecified"
756F6D6A-BED1-460E-8D56-0A77D7C017F4,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.0,"Mild vulvar dysplasia"
08B8D8DB-2162-407D-8FA2-EA766801D303,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.1,"Moderate vulvar dysplasia"
27D54F59-AA5D-4B97-B645-8C6542FA26FF,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.2,"Severe vulvar dysplasia, not elsewhere classified"
002520B8-C08D-4FEC-B20F-C750DB50A1E6,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.3,"Dysplasia of vulva, unspecified"
F14629CC-CEE9-437B-85FF-1FE369D2107F,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.4,"Leukoplakia of vulva"
9367E90B-18FA-46A1-A24B-92AFE2DAC6AF,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.5,"Atrophy of vulva"
A5EDF1C3-ADDE-4670-BC94-1C7A7757FD4F,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.6,"Hypertrophy of vulva"
2206ED95-3976-4BB3-9CB1-76AF6AE9383A,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.7,"Vulvar cyst"
78A663E6-7AF0-43E9-9CF5-29391A2BF0A4,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.8,"Other specified noninflammatory disorders of vulva and perineum"
B9E5E1AF-4951-4722-BAB5-0A272C1FD299,B5D72852-25D5-4089-BFFE-1C9F23F97285,N90.9,"Noninflammatory disorder of vulva and perineum, unspecified"
50E5C7F0-2A24-483B-9175-110C48ED6E10,E5EF897B-2F59-4655-9884-A173B01CE624,N91.0,"Primary amenorrhoea"
4F5413D8-E388-429D-9B49-F1D286EA8A92,E5EF897B-2F59-4655-9884-A173B01CE624,N91.1,"Secondary amenorrhoea"
21891CBB-8E5E-4825-AECE-F8B656E7FE26,E5EF897B-2F59-4655-9884-A173B01CE624,N91.2,"Amenorrhoea, unspecified"
9B448DC2-7023-48E0-8E99-C52CE1F06B01,E5EF897B-2F59-4655-9884-A173B01CE624,N91.3,"Primary oligomenorrhoea"
44CD75DB-1100-477A-A675-08A2134F766A,E5EF897B-2F59-4655-9884-A173B01CE624,N91.4,"Secondary oligomenorrhoea"
960F7B39-D11E-4BB2-A197-C7319FC63024,E5EF897B-2F59-4655-9884-A173B01CE624,N91.5,"Oligomenorrhoea, unspecified"
3A1E729B-6A49-4DF1-AFC0-E5A891C8FC8B,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.0,"Excessive and frequent menstruation with regular cycle"
40B34B25-73ED-4B73-8023-69A169CEFDE0,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.1,"Excessive and frequent menstruation with irregular cycle"
2634CCF8-8759-4899-945F-893BA2AF7B8B,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.2,"Excessive menstruation at puberty"
30C225DE-8E3F-4B92-9E27-AE63324AA7A8,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.3,"Ovulation bleeding"
245DB2E1-B407-4B96-93AA-811159632E21,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.4,"Excessive bleeding in the premenopausal period"
7200C7A9-90FE-43F3-A42E-9A39B5F66ED2,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.5,"Other specified irregular menstruation"
DCA399A2-9AC2-42CF-8127-39A71717174B,6130C568-7B97-4358-B2B5-A0B4754481AA,N92.6,"Irregular menstruation, unspecified"
ECABAE0C-F1C3-462C-AA41-0590042961C4,67607C12-0BB8-42F7-8A8E-B26B0A59D854,N93.0,"Postcoital and contact bleeding"
3F222EB2-4B95-4240-8F99-ABD35A78D6BE,67607C12-0BB8-42F7-8A8E-B26B0A59D854,N93.8,"Other specified abnormal uterine and vaginal bleeding"
86AF8F31-8AE5-4475-96BF-23F005B863AD,67607C12-0BB8-42F7-8A8E-B26B0A59D854,N93.9,"Abnormal uterine and vaginal bleeding, unspecified"
1B62637E-C29B-4BFE-B902-D2C6FD3391AF,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.0,"Mittelschmerz"
A7832B30-D094-4D27-B9D3-5FC3694677FE,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.1,"Dyspareunia"
6B30E2C3-BA81-43CB-91A0-8B3F19155777,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.2,"Vaginismus"
76F04FB7-0701-416E-8C94-014D1C6536B2,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.3,"Premenstrual tension syndrome"
E46854D0-EC29-4164-973A-7BE7D3EE1D85,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.4,"Primary dysmenorrhoea"
AFCCDC3E-0C54-4392-8145-D2EAB5AD941D,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.5,"Secondary dysmenorrhoea"
2593A2B4-3EC1-425C-BE68-9B834536F6EB,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.6,"Dysmenorrhoea, unspecified"
160B8B9F-2E09-416F-8056-C7A6B833B2D0,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.8,"Other specified conditions associated with female genital organs and menstrual cycle"
26B64736-7EC6-4204-8DF5-62BB1E57BC7F,98DEA23A-850F-45B9-9019-92D8C481E05A,N94.9,"Unspecified condition associated with female genital organs and menstrual cycle"
EF5549BB-5753-4B4E-A4AC-CE0CF547FE61,FFE58D2E-66F6-46C9-9BDA-A453861E5D3F,N95.0,"Postmenopausal bleeding"
FF8FED0E-AF31-4394-B0CD-92D4671446C4,FFE58D2E-66F6-46C9-9BDA-A453861E5D3F,N95.1,"Menopausal and female climacteric states"
19C77FF3-C33D-4E82-BC7D-65A43BFDD00B,FFE58D2E-66F6-46C9-9BDA-A453861E5D3F,N95.2,"Postmenopausal atrophic vaginitis"
C0EE7535-F826-4ABE-BEB6-87420DCEF700,FFE58D2E-66F6-46C9-9BDA-A453861E5D3F,N95.3,"States associated with artificial menopause"
DC8F55D1-943E-4342-9E06-D03F976FD202,FFE58D2E-66F6-46C9-9BDA-A453861E5D3F,N95.8,"Other specified menopausal and perimenopausal disorders"
E0149732-CCF3-4798-95DD-4AE016465AE6,FFE58D2E-66F6-46C9-9BDA-A453861E5D3F,N95.9,"Menopausal and perimenopausal disorder, unspecified"
41B94FB9-0847-4442-90B4-1EE55443EBF5,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.0,"Female infertility associated with anovulation"
0BA255AA-8234-4B08-BE6D-CA7B731F4D61,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.1,"Female infertility of tubal origin"
068C0432-0F15-4E98-BE70-688841563735,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.2,"Female infertility of uterine origin"
D0D803CB-A38D-47EB-8FBD-1BD6C3523091,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.3,"Female infertility of cervical origin"
9C75AC5F-1AE3-4405-B6F8-7D127F57520A,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.4,"Female infertility associated with male factors"
BF0B3A72-21C8-44DF-B882-E91677371175,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.8,"Female infertility of other origin"
C765FFF7-7D2E-4BE3-B7CF-04A764407719,785C87EF-5E54-47ED-A437-331A2C7A1C97,N97.9,"Female infertility, unspecified"
A11756D1-CE8E-4109-A9CA-1CAADAE4F480,53575734-9EE1-4865-B802-8A63FF5AA56A,O00.0,"Abdominal pregnancy"
FB21EE95-9DEB-4C78-BE1B-A19B4A18DB68,53575734-9EE1-4865-B802-8A63FF5AA56A,O00.1,"Tubal pregnancy"
91FEEFBB-438F-4056-AD0B-C19347B8A5D0,53575734-9EE1-4865-B802-8A63FF5AA56A,O00.2,"Ovarian pregnancy"
41B3873B-32D1-41A9-B2CD-EB262B96D4BD,53575734-9EE1-4865-B802-8A63FF5AA56A,O00.8,"Other ectopic pregnancy"
2ADC0292-D0F4-4B31-A8A4-1F16362E44E5,53575734-9EE1-4865-B802-8A63FF5AA56A,O00.9,"Ectopic pregnancy, unspecified"
77BB283C-5BA7-4A52-A46D-649905E78DF2,E72AAC31-3D6E-4D74-AFCB-DFF0C644EBB0,O01.0,"Classical hydatidiform mole"
9D7B4098-25DE-4E70-8108-46B56E75A6A7,E72AAC31-3D6E-4D74-AFCB-DFF0C644EBB0,O01.1,"Incomplete and partial hydatidiform mole"
F45CE304-4336-46F8-BD2A-75B84721ADBB,E72AAC31-3D6E-4D74-AFCB-DFF0C644EBB0,O01.9,"Hydatidiform mole, unspecified"
E28A30EF-605B-4507-85A1-FFD310425759,2927F96F-351F-41E7-B8FE-7A3B07FA0357,O02.0,"Blighted ovum and nonhydatidiform mole"
3280F01D-453E-431D-8017-3BE2795058B2,2927F96F-351F-41E7-B8FE-7A3B07FA0357,O02.1,"Missed abortion"
FB290F61-F890-4AE3-B534-64552C981DDB,2927F96F-351F-41E7-B8FE-7A3B07FA0357,O02.8,"Other specified abnormal products of conception"
07F1E40D-4130-4CF9-968E-70EEAF023AD4,2927F96F-351F-41E7-B8FE-7A3B07FA0357,O02.9,"Abnormal product of conception, unspecified"
9C270037-8CDE-4BE4-8D65-31EEA4C77F7B,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.0,"Spontaneous abortion: Incomplete, complicated by genital tract and pelvic infection"
3E0BE3C6-B4E2-4DB1-A0CB-3E0F641F1CFD,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.1,"Spontaneous abortion: Incomplete, complicated by delayed or excessive haemorrhage"
1E9A95CF-9A66-4CB8-98B5-E2E36BA2239E,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.2,"Spontaneous abortion: Incomplete, complicated by embolism"
67325E1E-2308-4693-841A-C0A4FC91C811,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.3,"Spontaneous abortion: Incomplete, with other and unspecified complications"
C8D333D6-E434-4700-8654-90A6D5C870BF,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.4,"Spontaneous abortion: Incomplete, without complication"
8D4C1D54-F141-447A-899B-9FEC5ABD093F,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.5,"Spontaneous abortion: Complete or unspecified, complicated by genital tract and pelvic infection"
80C11A6F-8675-4E13-9619-B41181CBF316,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.6,"Spontaneous abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage"
F1F05EA9-9693-48B7-ADFF-1856112965C8,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.7,"Spontaneous abortion: Complete or unspecified, complicated by embolism"
4ABF8E9D-B92B-46D2-806C-F09C10244383,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.8,"Spontaneous abortion: Complete or unspecified, with other and unspecified complications"
EFA0B2BE-CB2C-46D8-BE6E-C2F9C2DEDE23,CCE686C9-262B-4B4B-8654-C57C5E89D516,O03.9,"Spontaneous abortion: Complete or unspecified, without complication"
