Id,IcdCodeBlockId,Code,Name
1F8AB6F7-F57F-49D2-B046-A78AF8675C74,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G52,"Disorders of other cranial nerves"
64B985BC-73E6-4DA7-9411-4A5C3ACE57E2,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G53,"Cranial nerve disorders in diseases classified elsewhere"
8FAED207-B87C-473C-ADC2-C0A750149C49,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G54,"Nerve root and plexus disorders"
D6135623-3800-4FEF-9090-08D603034A8A,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G55,"Nerve root and plexus compressions in diseases classified elsewhere"
D18EDA1C-66A1-4707-B655-32AF6C977FD1,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G56,"Mononeuropathies of upper limb"
3184DFC7-D654-42EB-9A46-929E7166B363,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G57,"Mononeuropathies of lower limb"
C3E4E86F-9BE3-4A97-A57A-1F1CC13C1542,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G58,"Other mononeuropathies"
72115B8D-F8CF-46F4-941A-59B910C2DB59,1427E01C-7315-4162-AF8D-7FF5CC5A9503,G59,"Mononeuropathy in diseases classified elsewhere"
5D4CA63F-39E5-4360-8B50-A45A86B4FAD8,721D3696-2A12-404D-BB1A-7232CC73226F,G60,"Hereditary and idiopathic neuropathy"
5FBE8EAD-61CF-4D19-A272-BB71CBC24793,721D3696-2A12-404D-BB1A-7232CC73226F,G61,"Inflammatory polyneuropathy"
9CA0D2A0-566D-4B62-AF34-25F8330BF518,721D3696-2A12-404D-BB1A-7232CC73226F,G62,"Other polyneuropathies"
60F7E9FA-6E34-485E-9405-6859FD4D0ADF,721D3696-2A12-404D-BB1A-7232CC73226F,G63,"Polyneuropathy in diseases classified elsewhere"
2DEED33A-2257-4B6F-B762-9B78AC75CB72,721D3696-2A12-404D-BB1A-7232CC73226F,G64,"Other disorders of peripheral nervous system"
45D54BD8-420F-4BAC-939A-484A61E899C5,CB605D04-58BA-44E2-A9B6-1CF2D2B3C3F6,G70,"Myasthenia gravis and other myoneural disorders"
57FC34D0-49FD-4C84-A2EB-68CAC1046C24,CB605D04-58BA-44E2-A9B6-1CF2D2B3C3F6,G71,"Primary disorders of muscles"
997BDF8B-9CED-46D8-95D8-49B1F4B6DEA8,CB605D04-58BA-44E2-A9B6-1CF2D2B3C3F6,G72,"Other myopathies"
1446FBE5-B947-4619-9649-91170A7F80AE,CB605D04-58BA-44E2-A9B6-1CF2D2B3C3F6,G73,"Disorders of myoneural junction and muscle in diseases classified elsewhere"
4962D5A9-462E-4D92-AAA8-A161657CE64B,9D7D8A8E-DF0F-42F4-9B8B-B58A4BE7DFB2,G80,"Cerebral palsy"
76B9FB30-E40F-4669-B041-C352780040C1,9D7D8A8E-DF0F-42F4-9B8B-B58A4BE7DFB2,G81,"Hemiplegia"
A150F91A-ADF4-4639-A313-5A329358E466,9D7D8A8E-DF0F-42F4-9B8B-B58A4BE7DFB2,G82,"Paraplegia and tetraplegia"
B8883F13-CE96-43B5-A3E8-4723BB91A0AB,9D7D8A8E-DF0F-42F4-9B8B-B58A4BE7DFB2,G83,"Other paralytic syndromes"
5344B42B-38B8-4E1C-B7D2-7DFB7C132A6E,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G90,"Disorders of autonomic nervous system"
AE96E19E-E6E2-47B2-B9CD-82BEE45294EE,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G91,"Hydrocephalus"
E24F5083-3D0E-4609-B6E7-232FF29A55F9,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G92,"Toxic encephalopathy"
25106869-6CF9-4769-AEF1-C399D31B7378,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G93,"Other disorders of brain"
D0C8DECD-0FD4-446F-9A08-F90C63411DF2,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G94,"Other disorders of brain in diseases classified elsewhere"
101EAF08-BF4E-40FB-B45F-F0C3DEEC0ABD,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G95,"Other diseases of spinal cord"
76161C8B-6D79-4723-95C3-68E0F23BC787,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G96,"Other disorders of central nervous system"
46ABC544-AEEA-42D5-8295-69DC2A89CC29,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G97,"Postprocedural disorders of nervous system, not elsewhere classified"
912D8DBF-F8FF-4AC3-B723-8C2F20D2CA5E,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G98,"Other disorders of nervous system, not elsewhere classified"
9288A7BF-4F66-4B6C-9D42-06F3082664D8,C9139453-10F6-4546-AF1C-9BE63FF0B18F,G99,"Other disorders of nervous system in diseases classified elsewhere"
72D04213-5395-490B-866A-11BAACC38490,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H00,"Hordeolum and chalazion"
C75DC635-5888-4B96-A3B4-59B04CB75DE6,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H01,"Other inflammation of eyelid"
466727A0-D9F6-493F-BDDE-C50D981882CD,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H02,"Other disorders of eyelid"
8C679141-CCBD-4334-AA34-515807E87D65,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H03,"Disorders of eyelid in diseases classified elsewhere"
E25B901C-F6CB-4CA3-AA93-4A1050B23C8B,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H04,"Disorders of lacrimal system"
A916B305-C3E8-4C5F-A1AE-C75ED0A3D28C,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H05,"Disorders of orbit"
3E1DB900-1E72-41D2-A823-9FF95B702B0B,571675C1-1DAC-41D1-95AD-6F42C1128E4E,H06,"Disorders of lacrimal system and orbit in diseases classified elsewhere"
B9B3DE50-2F50-4A61-BB26-ECB2C4592CE9,56126213-ABEF-4033-9343-E155F119902F,H10,"Conjunctivitis"
8166B404-6615-4416-B0D8-1467D883BAA9,56126213-ABEF-4033-9343-E155F119902F,H11,"Other disorders of conjunctiva"
0A581687-3306-431A-8B28-111A22C31082,56126213-ABEF-4033-9343-E155F119902F,H13,"Disorders of conjunctiva in diseases classified elsewhere"
C990CC20-54E8-4F3C-8560-7E9301B09C7C,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H15,"Disorders of sclera"
2DB532C4-EF61-48D9-90EE-DA73C42D8D14,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H16,"Keratitis"
29BBFDC5-A70A-4204-98ED-F9190814DF76,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H17,"Corneal scars and opacities"
ECC06BBF-7002-41A9-B913-81093306CF08,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H18,"Other disorders of cornea"
9D2F1147-FDD4-4904-A7AB-AF90F2327FEB,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H19,"Disorders of sclera and cornea in diseases classified elsewhere"
94875947-9115-468A-8E3B-77A7FDCB9105,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H20,"Iridocyclitis"
E83A169B-97B6-4418-8F66-D344403A6337,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H21,"Other disorders of iris and ciliary body"
0A179295-46BB-4C55-A3A5-7761F7C71433,F146BA10-608B-44C3-9D3A-BB2EF1DC94AC,H22,"Disorders of iris and ciliary body in diseases classified elsewhere"
2E9EE5A6-D968-42CA-98DE-C56CE1E053D8,6EB9D317-02BF-4F35-BE65-0F2D0BDD486E,H25,"Senile cataract"
7B5C8067-26CD-4BAC-9D9F-938295CC96A2,6EB9D317-02BF-4F35-BE65-0F2D0BDD486E,H26,"Other cataract"
5E0AD5A4-B18E-471E-AF81-3E2BE53BBC15,6EB9D317-02BF-4F35-BE65-0F2D0BDD486E,H27,"Other disorders of lens"
A42B7334-0D9D-4771-99A6-66B474CC9630,6EB9D317-02BF-4F35-BE65-0F2D0BDD486E,H28,"Cataract and other disorders of lens in diseases classified elsewhere"
F9024C12-4750-4E6F-AFC2-D14F49BF4040,6653C50F-E6DB-45C2-9323-D756B125D1F2,H30,"Chorioretinal inflammation"
B0C2952F-3833-4244-AF08-1CDF256CFA07,6653C50F-E6DB-45C2-9323-D756B125D1F2,H31,"Other disorders of choroid"
D69A52C0-3AF5-4AA0-9F9E-1A347F973962,6653C50F-E6DB-45C2-9323-D756B125D1F2,H32,"Chorioretinal disorders in diseases classified elsewhere"
CBBBCA54-A77D-4B65-BE53-B7A57EE7898A,6653C50F-E6DB-45C2-9323-D756B125D1F2,H33,"Retinal detachments and breaks"
BB650500-CCB5-46A6-B0AE-31B2ECDE9946,6653C50F-E6DB-45C2-9323-D756B125D1F2,H34,"Retinal vascular occlusions"
00101965-7750-4EEA-96CB-FEAE0DFDEDD4,6653C50F-E6DB-45C2-9323-D756B125D1F2,H35,"Other retinal disorders"
B7CF2E09-A25D-4949-B68C-417977F60F1C,6653C50F-E6DB-45C2-9323-D756B125D1F2,H36,"Retinal disorders in diseases classified elsewhere"
4A95C64D-3B7B-4116-A06D-A310491DD4DB,5B1686FB-1EE8-4928-B9BF-F9FE46183353,H40,"Glaucoma"
582FB52E-8EA0-4DB7-B542-4928A9A65190,5B1686FB-1EE8-4928-B9BF-F9FE46183353,H42,"Glaucoma in diseases classified elsewhere"
8BED81FA-A4F8-4EC0-91A0-EF71EABAC494,849325EB-FD9F-4875-8F6F-FF1CF928F519,H43,"Disorders of vitreous body"
C0C54C8F-BCBA-4D37-80EE-EA36D6CBB308,849325EB-FD9F-4875-8F6F-FF1CF928F519,H44,"Disorders of globe"
31451E16-31A0-488C-888B-AC939C980876,849325EB-FD9F-4875-8F6F-FF1CF928F519,H45,"Disorders of vitreous body and globe in diseases classified elsewhere"
D39F2A91-ABC9-4ABB-83C9-734EBED1488F,6F758F3C-096E-4371-95A4-2BFFB55B3CEB,H46,"Optic neuritis"
455851F9-C1B5-44DE-9769-4D8A3D265C70,6F758F3C-096E-4371-95A4-2BFFB55B3CEB,H47,"Other disorders of optic [2nd] nerve and visual pathways"
2487ABB5-E015-4892-81DF-4B8AC9F7AE97,6F758F3C-096E-4371-95A4-2BFFB55B3CEB,H48,"Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere"
55A586FB-7CFE-4473-8682-28C5C62771C1,9943B29F-71D6-4F4F-92BA-A3FECCDA2FD9,H49,"Paralytic strabismus"
B90EC11E-170D-48BC-B159-A623E4ABCD39,9943B29F-71D6-4F4F-92BA-A3FECCDA2FD9,H50,"Other strabismus"
138D817A-2E2B-4336-8BFF-DB000C64DB55,9943B29F-71D6-4F4F-92BA-A3FECCDA2FD9,H51,"Other disorders of binocular movement"
9632963E-8C9C-4DB0-9EE2-AAF93EB760B8,9943B29F-71D6-4F4F-92BA-A3FECCDA2FD9,H52,"Disorders of refraction and accommodation"
97BECC9E-16AF-4813-80BF-95975461D701,6CAD70B2-6691-43E1-AC09-66D62C294C9B,H53,"Visual disturbances"
018B2C2A-5659-487D-A452-309920E4677F,6CAD70B2-6691-43E1-AC09-66D62C294C9B,H54,"Blindness and low vision"
3C638582-EC32-4A7F-AD38-AAE397D83D5B,500D34E9-0CC8-4F2A-ABCB-85EE8664AF95,H55,"Nystagmus and other irregular eye movements"
0CA39D56-DAD5-4E5F-808F-30C19C853692,500D34E9-0CC8-4F2A-ABCB-85EE8664AF95,H57,"Other disorders of eye and adnexa"
07B05E19-720A-47FD-B7C4-C21AFEB79271,500D34E9-0CC8-4F2A-ABCB-85EE8664AF95,H58,"Other disorders of eye and adnexa in diseases classified elsewhere"
01DDA762-68BA-4525-B83E-7E1358226DF5,500D34E9-0CC8-4F2A-ABCB-85EE8664AF95,H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified"
55F2268B-219B-4A54-85CA-796CC6F0477C,9FC16F19-1CAC-41B8-8AF0-F182F013408E,H60,"Otitis externa"
45619EC6-375A-4FEF-B7D6-3E52FE7B87ED,9FC16F19-1CAC-41B8-8AF0-F182F013408E,H61,"Other disorders of external ear"
D671F30A-1085-4DE0-A39B-3EC65955DE1C,9FC16F19-1CAC-41B8-8AF0-F182F013408E,H62,"Disorders of external ear in diseases classified elsewhere"
1A1052A8-E15A-4809-8CE5-ECE778929EC3,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H65,"Nonsuppurative otitis media"
748A7F18-3613-4D53-8368-EDADC2F39BB0,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H66,"Suppurative and unspecified otitis media"
1933F4A7-85F8-4C62-9841-ED077FD1AE0D,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H67,"Otitis media in diseases classified elsewhere"
53B770A1-CCDF-42E9-A78E-ACC887FEA356,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H68,"Eustachian salpingitis and obstruction"
C22D8941-845D-4EBD-99B4-47E937723D1B,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H69,"Other disorders of Eustachian tube"
748A9A0E-184B-45F1-A516-6C52EAD9BB4A,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H70,"Mastoiditis and related conditions"
C56D4EA0-6D5C-4EA6-AAFA-654001D40FC1,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H71,"Cholesteatoma of middle ear"
C204DCE7-DE73-4D5A-B60C-8BE2BD4C8B1D,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H72,"Perforation of tympanic membrane"
4AF308B6-C6D2-4FE6-B1C9-CA47C58435A5,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H73,"Other disorders of tympanic membrane"
19D72FDF-5919-4E96-9F26-6664B6319AC0,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H74,"Other disorders of middle ear and mastoid"
463145D8-108D-4AD7-AAF7-CB801796E5F6,074F6D75-C9EC-4B1B-88E6-0EB79EE2E381,H75,"Other disorders of middle ear and mastoid in diseases classified elsewhere"
D5EBA120-E5AD-4B06-9A2A-9DEEC170F39C,8A5DB64C-3D73-48B2-935D-F3305C82F79D,H80,"Otosclerosis"
3FAA1147-FF67-4D84-817C-C30E33FE071B,8A5DB64C-3D73-48B2-935D-F3305C82F79D,H81,"Disorders of vestibular function"
B418CCF6-8E29-4C9F-82D4-23AD9297EC9F,8A5DB64C-3D73-48B2-935D-F3305C82F79D,H82,"Vertiginous syndromes in diseases classified elsewhere"
A6777FDA-30F4-4CBA-9E24-49A18C1FFEFC,8A5DB64C-3D73-48B2-935D-F3305C82F79D,H83,"Other diseases of inner ear"
06E1D89E-F1FC-45A8-8C7E-7786976BE664,559CFDEE-1C7A-4119-8EEE-3EC21BA4033C,H90,"Conductive and sensorineural hearing loss"
31E9C288-9663-4D62-A087-9AF2C925CE52,559CFDEE-1C7A-4119-8EEE-3EC21BA4033C,H91,"Other hearing loss"
BDFB22C5-740E-4E20-B8DC-6ADE6BBB1895,559CFDEE-1C7A-4119-8EEE-3EC21BA4033C,H92,"Otalgia and effusion of ear"
461820C6-1AC7-4EDB-9370-1F47F0B13AB0,559CFDEE-1C7A-4119-8EEE-3EC21BA4033C,H93,"Other disorders of ear, not elsewhere classified"
D1369016-2005-40D0-BCC7-239F7FB95724,559CFDEE-1C7A-4119-8EEE-3EC21BA4033C,H94,"Other disorders of ear in diseases classified elsewhere"
C1590C9B-747B-46F6-AA71-AF4DC582EB05,559CFDEE-1C7A-4119-8EEE-3EC21BA4033C,H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified"
DCB99F01-F445-4815-8219-CD05771FB2E7,FC102186-FF84-4FA8-84DB-CF82E22F76EE,I00,"Rheumatic fever without mention of heart involvement"
6F446D68-7526-4838-8B88-9E7B6953F706,FC102186-FF84-4FA8-84DB-CF82E22F76EE,I01,"Rheumatic fever with heart involvement"
12E7641D-ABDD-458A-942D-6D065CF28BD5,FC102186-FF84-4FA8-84DB-CF82E22F76EE,I02,"Rheumatic chorea"
F8CA8FCA-C888-4B79-8038-4A4EE3F6CE50,7CA7FE38-D778-4626-A6FA-FD183A7F3E4C,I05,"Rheumatic mitral valve diseases"
E7C53ED8-8B7B-422C-913A-505FE3170E50,7CA7FE38-D778-4626-A6FA-FD183A7F3E4C,I06,"Rheumatic aortic valve diseases"
BE464608-6662-41E5-8A06-1EA00E5E27EB,7CA7FE38-D778-4626-A6FA-FD183A7F3E4C,I07,"Rheumatic tricuspid valve diseases"
32092A78-1720-4934-8CBF-D31BFE236069,7CA7FE38-D778-4626-A6FA-FD183A7F3E4C,I08,"Multiple valve diseases"
26A1E343-11FF-4063-8F48-331845947E98,7CA7FE38-D778-4626-A6FA-FD183A7F3E4C,I09,"Other rheumatic heart diseases"
49F3CBF2-2CB0-44FD-B997-7879FD9A05E8,13BC30DA-1642-4E08-AAB6-33B53C577B91,I10,"Essential (primary) hypertension"
D2FC71A0-73A4-42DC-8417-28487F3D1B31,13BC30DA-1642-4E08-AAB6-33B53C577B91,I11,"Hypertensive heart disease"
49F63C0E-58B2-4224-A4A9-39C4D1FD910F,13BC30DA-1642-4E08-AAB6-33B53C577B91,I12,"Hypertensive renal disease"
138E308B-782D-4086-A681-4475B4E96FF7,13BC30DA-1642-4E08-AAB6-33B53C577B91,I13,"Hypertensive heart and renal disease"
406369F8-5D60-4163-B2B0-CEB934B6C96E,13BC30DA-1642-4E08-AAB6-33B53C577B91,I15,"Secondary hypertension"
6DC81F69-A5D1-47EF-969C-C716B7135D89,CB6AD441-2507-424E-B6DE-AEDE4FBCDA88,I20,"Angina pectoris"
C812E758-AF95-40EB-BBF7-724E339A0AE4,CB6AD441-2507-424E-B6DE-AEDE4FBCDA88,I21,"Acute myocardial infarction"
D8D6F5A4-22B0-4600-93C1-779CEFAA5064,CB6AD441-2507-424E-B6DE-AEDE4FBCDA88,I22,"Subsequent myocardial infarction"
55451951-6EFF-4D40-BD5C-58953B32FCAE,CB6AD441-2507-424E-B6DE-AEDE4FBCDA88,I23,"Certain current complications following acute myocardial infarction"
71834DEE-D2D8-49CD-8CB1-7F8EAB6FF0CA,CB6AD441-2507-424E-B6DE-AEDE4FBCDA88,I24,"Other acute ischaemic heart diseases"
10F2BAB5-6848-4010-9E20-FD57F61E366E,CB6AD441-2507-424E-B6DE-AEDE4FBCDA88,I25,"Chronic ischaemic heart disease"
4CC60A62-66A8-457A-90CC-58D2D8689043,DB90BBB4-8769-4AE5-8696-B5248393DF2F,I26,"Pulmonary embolism"
7500865A-E289-4930-BC5D-29899BC76B85,DB90BBB4-8769-4AE5-8696-B5248393DF2F,I27,"Other pulmonary heart diseases"
64C579A6-7F24-4104-91DB-658486F8C921,DB90BBB4-8769-4AE5-8696-B5248393DF2F,I28,"Other diseases of pulmonary vessels"
02B8C684-5D96-40DA-AC44-1C39DE4BF0E8,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I30,"Acute pericarditis"
4FE0F807-6792-47DB-9936-2FED6E6BC212,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I31,"Other diseases of pericardium"
D7A36A91-F27F-426F-AACC-EBAB6514BC43,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I32,"Pericarditis in diseases classified elsewhere"
AB94B038-067A-4B18-A590-4517F2F544DF,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I33,"Acute and subacute endocarditis"
ED21DFEE-55B8-48B2-8A87-04865701AB18,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I34,"Nonrheumatic mitral valve disorders"
1F870A87-FC4E-447E-980B-C16BA9D8125D,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I35,"Nonrheumatic aortic valve disorders"
F967ABB3-1323-4B40-9F58-34AC72617478,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I36,"Nonrheumatic tricuspid valve disorders"
78A825BF-0E76-4D2F-87A1-8E64CE7725D3,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I37,"Pulmonary valve disorders"
BAC9B2B3-62C9-4C7B-BB9E-1845880E444A,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I38,"Endocarditis, valve unspecified"
EEF81956-2B31-4DD4-8DDD-004FCC49209C,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I39,"Endocarditis and heart valve disorders in diseases classified elsewhere"
D9DC0EC6-1914-47F2-B1C1-751FACD7C85E,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I40,"Acute myocarditis"
5014D3FE-9C60-493A-94A0-560F5E0E1B28,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I41,"Myocarditis in diseases classified elsewhere"
9CDA6B30-666E-4665-9291-4CAC46116601,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I42,"Cardiomyopathy"
62F10353-6B44-4DD0-8C06-90521DD54E5B,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I43,"Cardiomyopathy in diseases classified elsewhere"
792E7D8C-C526-42CB-BFA5-3AA500B2B46F,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I44,"Atrioventricular and left bundle-branch block"
58D68815-15BB-4087-AB7C-DA4E74984772,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I45,"Other conduction disorders"
84A3C2E6-5404-4312-82B3-340D85DDB9AC,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I46,"Cardiac arrest"
94461C91-F94F-4F1A-BA19-A747FFBA535B,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I47,"Paroxysmal tachycardia"
A53216AF-31B8-4C2E-A0AA-BBCEB665D206,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I48,"Atrial fibrillation and flutter"
F5A1B218-ECB2-4323-8F6E-E2C995168B56,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I49,"Other cardiac arrhythmias"
46AB9E3A-1B18-42B4-803E-A532F56CB8F7,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I50,"Heart failure"
8DBADBE7-DC8F-4382-9801-E839F7451C61,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I51,"Complications and ill-defined descriptions of heart disease"
18071D4C-BEE9-441C-99BD-B48D72FDED0D,B0998E4C-8FC8-433C-93FC-FC55FDACD323,I52,"Other heart disorders in diseases classified elsewhere"
8831142E-A722-4FD5-9959-BBBCADDA4592,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I60,"Subarachnoid haemorrhage"
BC1F3C05-EE6A-4BCE-A504-7091B1D47007,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I61,"Intracerebral haemorrhage"
014C77A8-6A21-4E1F-B57A-E1E2A2A93610,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I62,"Other nontraumatic intracranial haemorrhage"
4A9B4884-4796-4722-9C4C-7F30FFC18652,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I63,"Cerebral infarction"
C64E16F6-D05F-4D23-B930-495A849516CD,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I64,"Stroke, not specified as haemorrhage or infarction"
ABDDD554-E2FD-4910-BCA9-B9DDB7D19942,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
77F61890-2D9F-46B9-A7E4-7E40C91A1860,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
7339D225-A789-4510-94AD-6843A8ED13F6,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I67,"Other cerebrovascular diseases"
8DBEBE52-CF63-49D0-9CCE-2F3B10ABE300,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I68,"Cerebrovascular disorders in diseases classified elsewhere"
7B862351-4807-441A-91A1-9892F9F08523,A508ACB1-FF49-42A1-B13E-7F0AA95298F9,I69,"Sequelae of cerebrovascular disease"
1435D12A-2A46-4738-BBC7-057626D31E19,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I70,"Atherosclerosis"
E56F0628-807B-4F93-900C-A27BC716CF9E,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I71,"Aortic aneurysm and dissection"
2FF5E0C8-5E1E-49DD-BCED-D300949BF9F5,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I72,"Other aneurysm"
A8C6AECB-CB8F-4726-8DB2-8D8F608AAA18,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I73,"Other peripheral vascular diseases"
7C7D3C9C-D983-472A-8F64-241FED4A39F1,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I74,"Arterial embolism and thrombosis"
7754214B-2C8C-4C6D-A23B-BCA846E01E28,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I77,"Other disorders of arteries and arterioles"
CD98114A-ECDB-4E01-8409-37AEA1B1C5F5,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I78,"Diseases of capillaries"
80E1D279-4001-4F3E-8770-06AE89B8FCD8,340F3D50-C728-4115-BF38-1B3A01DEEEE9,I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
68BA5EE9-AC5E-4AD9-956D-A91717068FBA,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I80,"Phlebitis and thrombophlebitis"
7BBA6B4B-BB4D-4A42-88CD-5FC983D54736,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I81,"Portal vein thrombosis"
CEC22B09-CB1E-4D70-B1D0-CC68C94D9ED9,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I82,"Other venous embolism and thrombosis"
8A56D7BA-4FB1-468C-A7B5-79A2BB74EAF5,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I83,"Varicose veins of lower extremities"
425B49EA-8733-4140-8F32-638A8B6BD3C6,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I84,"Haemorrhoids"
FE0F05A0-468C-4A3C-9B54-7529A4FEF0AB,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I85,"Oesophageal varices"
AF2A94EA-E39E-4C83-8026-CA6BCA2A142E,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I86,"Varicose veins of other sites"
99777AA1-EAF7-430D-A8FA-145A0DC44DE2,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I87,"Other disorders of veins"
BAB48CD2-1961-4287-A48D-44D4A2DC7A8D,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I88,"Nonspecific lymphadenitis"
799B24C4-BEAE-419F-8135-7052201A0FFB,6F4A6B86-755F-4DEB-9513-6D7B98FA6C3D,I89,"Other noninfective disorders of lymphatic vessels and lymph nodes"
5E34BA42-F784-4A44-931E-6E1435700657,A36A8C30-772E-4FD7-BB49-9B4EC4157173,I95,"Hypotension"
F327CCF5-5101-41FC-A0BB-E6E9FBBBF3EF,A36A8C30-772E-4FD7-BB49-9B4EC4157173,I97,"Postprocedural disorders of circulatory system, not elsewhere classified"
A94F074A-16CD-4B57-9B13-DD061A0556CB,A36A8C30-772E-4FD7-BB49-9B4EC4157173,I98,"Other disorders of circulatory system in diseases classified elsewhere"
25FC3106-0E87-4C37-82E4-2D40D2F6F511,A36A8C30-772E-4FD7-BB49-9B4EC4157173,I99,"Other and unspecified disorders of circulatory system"
581DC4B5-5677-4A0E-9454-9AE9FFAA5752,8C14D4EE-879B-4F48-855E-B28378E29081,J00,"Acute nasopharyngitis [common cold]"
13C06DDE-2FD7-4F5E-A827-522DC89A3438,8C14D4EE-879B-4F48-855E-B28378E29081,J01,"Acute sinusitis"
CFD67E90-F154-4248-A67E-05FD461FBEC9,8C14D4EE-879B-4F48-855E-B28378E29081,J02,"Acute pharyngitis"
694AEABE-5B80-47A6-BD7C-FA009250D963,8C14D4EE-879B-4F48-855E-B28378E29081,J03,"Acute tonsillitis"
