Id,Name,DisplayName,ItemTypeId,ItemSubTypeId,ItemCode,ItemDescription,Abbreviation,Type
A8C63B7C-E615-4FB3-85B8-74E835FF2A60,'CLAMPS-CORD CLAMPS N/A','CLAMPS-CORD CLAMPS N/A',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1797,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
B694C367-EBEA-4801-A197-19A67857B7F0,'CLARITHROMYCIN-CLARI THROMYCLIN TABS LEWA 500MG','CLARITHROMYCIN-CLARI THROMYCLIN TABS LEWA 500MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1536,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
9CB23D6E-B22A-4503-AFDA-201C0D5B4331,'CLARITHROMYCIN/AMOXICILLIN/ESOMEPRAZOLE-ESCLAM KIT LEWA 500MG/1G/20MG','CLARITHROMYCIN/AMOXICILLIN/ESOMEPRAZOLE-ESCLAM KIT LEWA 500MG/1G/20MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,2175,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
0B084CCE-52E9-4FC2-BBE1-A2F1E6895F82,'CLARITHROMYCIN/AMOXICILLIN/ESOMEPRAZOLE-ESOFAG-KIT LEWA 500MG/1G/20MG','CLARITHROMYCIN/AMOXICILLIN/ESOMEPRAZOLE-ESOFAG-KIT LEWA 500MG/1G/20MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,3390,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
73234088-85E8-4D72-8163-AB346FAF53F8,'CLOPIDOGREL-CLOPIDOGREL TABS LEWA 75MG','CLOPIDOGREL-CLOPIDOGREL TABS LEWA 75MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,350E896F-2644-4C78-9BCC-22637ED1BFCF,2203,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
CEADC3DB-7990-4AE6-AAEF-CB24473329E5,'CLOTIMAZOLE PESS-TABS CLOTRIMAZOLE VAGINAL TABLETS GOK 200MG','CLOTIMAZOLE PESS-TABS CLOTRIMAZOLE VAGINAL TABLETS GOK 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,9EE8FDD0-2CBF-45B8-AF57-AC6813C7A218,1725,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
30CFA73D-4D33-4241-B779-FF06DD365CD4,'CLOTIMAZOLE PESS-TABS CLOTRIMAZOLE VIGINAL TABLETS LEWA 200MG','CLOTIMAZOLE PESS-TABS CLOTRIMAZOLE VIGINAL TABLETS LEWA 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,9EE8FDD0-2CBF-45B8-AF57-AC6813C7A218,1767,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
19E24390-0EAE-45E1-9B34-F45C6E33F550,'CLOTRIMAZOLE-CLOTRIMAZOLE CREAM GOK TOPICAL CREAM','CLOTRIMAZOLE-CLOTRIMAZOLE CREAM GOK TOPICAL CREAM',8bfde5a4-e278-4071-98dd-9d2fc24e1345,072448C2-2CC0-4D9F-AE25-FE9EE2DB7F4A,1264,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
FB51E71F-AF16-4BDD-88D8-F92430EBD2FB,'CLOTRIMAZOLE-CLOTRIMAZOLE CREAM LEWA TOPICAL CREAM','CLOTRIMAZOLE-CLOTRIMAZOLE CREAM LEWA TOPICAL CREAM',8bfde5a4-e278-4071-98dd-9d2fc24e1345,072448C2-2CC0-4D9F-AE25-FE9EE2DB7F4A,1241,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
CCA88711-14C3-411A-A7FB-B3A0B7CA8D98,'CLOTRIMAZOLE/BETAMETHASONE-CLOB (B) CREAM LEWA TOPICAL CREAM','CLOTRIMAZOLE/BETAMETHASONE-CLOB (B) CREAM LEWA TOPICAL CREAM',8bfde5a4-e278-4071-98dd-9d2fc24e1345,8A12BA15-CC75-44E1-9F66-3EAA58A11734,1239,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
59B72741-DA72-4B60-8CDD-2B27FBF92AEA,'CORD CLAMP-CORD CLAMP  ','CORD CLAMP-CORD CLAMP  ',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,826,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
044BD1D7-6E0A-4CBE-8B0B-5D36774EE3CA,'COTTON WOOL-COTTON WOOL  ','COTTON WOOL-COTTON WOOL  ',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,680,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
6CA75305-E9AD-4D89-81AC-0731D4D686B8,'COTTON WOOL-COTTON WOOL GOK N/A','COTTON WOOL-COTTON WOOL GOK N/A',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1809,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
7495F07A-B0AE-479E-8D54-63DD6EDE520C,'COTTON WOOL-COTTON WOOL N/A','COTTON WOOL-COTTON WOOL N/A',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1806,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
622F5EDC-E8A2-4984-B1BB-F282F1573BC8,'DARUNAVIR/RITONAVIR-800MG/100MG','DARUNAVIR/RITONAVIR-800MG/100MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,44FC5D16-12E8-4E93-9796-0015B007ADD7,6414,Drug,DRV/r,d8701763-151e-4b8f-9661-af9c044f5f81,
134A8817-2C92-485F-A2FF-3AA9FAC9A000,'DETERGENT-BLOO TOILET CLEANER DONOR JERICAN','DETERGENT-BLOO TOILET CLEANER DONOR JERICAN',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1347,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
6E51E485-8FFB-431F-89D8-2766279F260D,'DETERGENT-BLOO TOILET CLEANER GOK JERICAN','DETERGENT-BLOO TOILET CLEANER GOK JERICAN',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1346,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
A093435B-8A67-4948-A83C-9CB3226BD39B,'DETERGENT-BLOO TOILET CLEANER-LEWA JERICAN','DETERGENT-BLOO TOILET CLEANER-LEWA JERICAN',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1388,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
9000B5D1-0844-4007-AF31-B40A3E6EE607,'DETERGENT-JIK BLEACH JERICAN','DETERGENT-JIK BLEACH JERICAN',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1796,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
7DDAA914-D3B7-4894-811D-B62A208F6678,'DETERGENT-LIQUID SOAP  JERICAN','DETERGENT-LIQUID SOAP  JERICAN',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2128,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C5977457-D194-4468-9C97-0862AE7AC37B,'DETERGENT-MOP HEAD LARGE GOK EQIPMENT','DETERGENT-MOP HEAD LARGE GOK EQIPMENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1351,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
45BC4F5A-9604-446C-8D06-2D438082AC7E,'DETERGENT-MOP HEAD LARGE-LEWA EQIPMENT','DETERGENT-MOP HEAD LARGE-LEWA EQIPMENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1390,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D7B384AB-B1B0-40C8-B8F3-34A24165BB86,'DETERGENT-OMO 200GMS 200MG','DETERGENT-OMO 200GMS 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2028,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
A478FFA9-5AF5-48CB-8681-5DB2DF8B842F,'DETERGENT-SOAP SOLUTION JERICAN','DETERGENT-SOAP SOLUTION JERICAN',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1817,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
E8042D24-AC44-4CB3-BF9E-5F119E77897D,'DETERGENT-VIM 500G 500G','DETERGENT-VIM 500G 500G',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1813,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
AB4366BA-46A4-4270-A972-5E44161C03E4,'DEXAMETHASONE OPTHALMIC-DEXAMETHASONE DROPS GOK .1%','DEXAMETHASONE OPTHALMIC-DEXAMETHASONE DROPS GOK .1%',8bfde5a4-e278-4071-98dd-9d2fc24e1345,B871A489-7D8A-4302-BE10-7D6330FC3908,2238,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
1FC16B94-AB66-463B-9975-F78A56951A22,'DEXAMETHASONE+GENTAMYCIN-DEXA-GENTA DROPS LEWA 1MG+5MG','DEXAMETHASONE+GENTAMYCIN-DEXA-GENTA DROPS LEWA 1MG+5MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,4A237325-D6EB-4F83-BE89-BDB21A345621,2164,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
53282FD5-E84E-444B-97D5-95E243A4F87A,'DEXAMETHASONE-DEXAMETHASONE GOK 4MG','DEXAMETHASONE-DEXAMETHASONE GOK 4MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,ADC98DD4-A120-4664-81A3-974CCCCAB024,1990,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
3560167F-D9EE-41B4-9A32-E2230AB350A9,'DEXAMETHASONE-DEXAMETHASONE INJ GOK 4MG/1ML','DEXAMETHASONE-DEXAMETHASONE INJ GOK 4MG/1ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,ADC98DD4-A120-4664-81A3-974CCCCAB024,3283,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
708E9C48-8F42-43D7-B103-F65E2735FFC4,'DEXAMETHASONE-DEXAMETHASONE INJ LEWA 4MG/ML','DEXAMETHASONE-DEXAMETHASONE INJ LEWA 4MG/ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,ADC98DD4-A120-4664-81A3-974CCCCAB024,2213,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
FF74A931-3D9D-45B1-B0A1-9B57C9D025E8,'DEXTROSE-DEXTROSE 10% LEWA 500MLS','DEXTROSE-DEXTROSE 10% LEWA 500MLS',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2218,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
CB2A6E75-7FCF-42DD-8085-753BA023814F,'DEXTROSE-DEXTROSE 5%','DEXTROSE-DEXTROSE 5%',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1782,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
FB56BCC4-CFCE-47CE-817A-CDB067E2E07D,'DEXTROSE-DEXTROSE 50%','DEXTROSE-DEXTROSE 50%',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1783,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D539D236-FF1B-41D8-B41C-A0FB2D07CEDD,'DIABONIS-TABS DIABONIS 250MG LEWA 500MG','DIABONIS-TABS DIABONIS 250MG LEWA 500MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,F793A104-9113-4D1F-8BC1-E52AB3EC808E,1776,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
2F70BAF5-C570-4FDA-9898-41D36DE6E25B,'DIAZEPAM INJ-INJ DIAZEPAM GOK IV SOLUTION','DIAZEPAM INJ-INJ DIAZEPAM GOK IV SOLUTION',8bfde5a4-e278-4071-98dd-9d2fc24e1345,085EA9E2-5C87-40EC-B7A5-5622B1CEDE5C,1421,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
677ABF73-A9CC-49CD-BB01-2AB6D1ECDE9F,'DIAZEPAM INJ-INJ DIAZEPAM LEWA 10MG','DIAZEPAM INJ-INJ DIAZEPAM LEWA 10MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,085EA9E2-5C87-40EC-B7A5-5622B1CEDE5C,1488,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
69C399EE-C469-45D5-ADF3-4EF9C9418D43,'DIAZEPAM TAB-TABS DIAZEPAM GOK 5MG','DIAZEPAM TAB-TABS DIAZEPAM GOK 5MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,085EA9E2-5C87-40EC-B7A5-5622B1CEDE5C,1732,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
02F06953-2F0C-4F54-9D38-8CF685592AE8,'DIAZEPAM-TABS DIAZEPAN LEWA 5MG','DIAZEPAM-TABS DIAZEPAN LEWA 5MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,4E2F652F-4F89-4556-9651-A549388873DB,1768,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
F11C4F06-989F-469F-BF69-62080772541B,'DICLOFENAC POTASSIUM-DICLOFENAC GEL GOK TUBE','DICLOFENAC POTASSIUM-DICLOFENAC GEL GOK TUBE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,2240,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
E32BC7E1-A5AE-43C5-AF2A-89CEEF1DE362,'DICLOFENAC POTASSIUM-DICLOFENAC GEL LEWA TOPICAL CREAM','DICLOFENAC POTASSIUM-DICLOFENAC GEL LEWA TOPICAL CREAM',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,1242,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
48128863-0235-4AF3-B67B-855596D9C8C1,'DICLOFENAC SODIUM-DICLOFENAC GEL 100GM LEWA TOPICAL CREAM','DICLOFENAC SODIUM-DICLOFENAC GEL 100GM LEWA TOPICAL CREAM',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,1349,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
2699E88B-60AE-4162-8D44-EA5A2D39F554,'DICLOFENAC SODIUM-DICLOFENAC GEL DONOR TUBE','DICLOFENAC SODIUM-DICLOFENAC GEL DONOR TUBE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,3304,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
AEE78ECC-D5FF-49BA-8259-5906CC37E82D,'DICLOFENAC SODIUM-DICLOFENAC TABS GOK 50MG','DICLOFENAC SODIUM-DICLOFENAC TABS GOK 50MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,2143,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
22D051EB-2487-4A70-86CB-5C31A798A268,'DICLOFENAC SODIUM-INJ DICLOFENAC LEWA 75MG','DICLOFENAC SODIUM-INJ DICLOFENAC LEWA 75MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,1492,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
FA90C7DB-0752-42FF-9684-C7B9E38E9123,'DICLOFENAC SODIUM-TABS DICLOFENAC 100MGS - SLOW RELEASE LEWA 100MG','DICLOFENAC SODIUM-TABS DICLOFENAC 100MGS - SLOW RELEASE LEWA 100MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,1411,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
AB4AB0BD-EB15-4A40-B0B0-0A79F7FAAC0D,'DICLOFENAC SODIUM-TABS DICLOFENAC 50MGS LEWA 50MG','DICLOFENAC SODIUM-TABS DICLOFENAC 50MGS LEWA 50MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A3B49510-49FA-48D3-A1E1-579501EA1121,1770,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
AF3AB1FA-FE73-482E-9A15-229D09C5C9C3,'DIDANOSINE-DDL 200MG','DIDANOSINE-DDL 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,44FC5D16-12E8-4E93-9796-0015B007ADD7,1126,Drug,DDI,d8701763-151e-4b8f-9661-af9c044f5f81,
85BFEB0E-A170-4924-BBBA-ED71C13FB5C0,'DILOXANIDE/METRONIDAZOLE-SRY DYRADE M LEWA 200MG/125MG','DILOXANIDE/METRONIDAZOLE-SRY DYRADE M LEWA 200MG/125MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,245AD8E4-A721-436B-ADD7-E2F66FEC4B5D,1626,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
2101CBA1-DB6B-4F9A-90B8-32D6112B439A,'DILOXANIDE/METRONIDAZOLE-TABS DYRADE M LEWA 200MG','DILOXANIDE/METRONIDAZOLE-TABS DYRADE M LEWA 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,245AD8E4-A721-436B-ADD7-E2F66FEC4B5D,1773,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
9E694BA9-5595-4516-AFFD-A15869BC71EB,'DIPHENHYDRAMINE HCL-BENADRYL TABS DONOR 25MG','DIPHENHYDRAMINE HCL-BENADRYL TABS DONOR 25MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,6384D328-81A4-4CEB-B74B-CF5F73003A70,2266,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
5D0ECDE8-D501-4AC2-8B62-C20257500ABD,'DISPENSING ENVELOPES-DISPENSING ENVELOPES  ','DISPENSING ENVELOPES-DISPENSING ENVELOPES  ',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,827,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
265849D2-EBD9-4613-9C03-E6FABF59EABC,'DISPENSING ENVELOPES-MEDICAL POCKETS GOK PACK','DISPENSING ENVELOPES-MEDICAL POCKETS GOK PACK',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3316,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
0C03DE68-BE9C-4674-A8C4-BE00393D508F,'DISPENSING ENVELOPES-MEDICAL POCKETS LEWA PIECE','DISPENSING ENVELOPES-MEDICAL POCKETS LEWA PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2068,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
39FB546B-C3F0-4425-B1CE-22707C226B0D,'DOMPERIDONE-DOMPERIDONE SUSPENSION LEWA 5MG/5ML','DOMPERIDONE-DOMPERIDONE SUSPENSION LEWA 5MG/5ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A4A21EE8-F21A-4CDF-AE8F-2CAA207D805E,3324,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
B95003F2-BB4F-4AC5-A222-228977D0E949,'DOMPERIDONE-DOMPERIDONE TAB LEWA 10MG','DOMPERIDONE-DOMPERIDONE TAB LEWA 10MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A4A21EE8-F21A-4CDF-AE8F-2CAA207D805E,2177,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
5EAFD885-22F4-44BF-8A31-3793EBE21677,'DOMPERIDONE-DOMPERIDONE TABS GOK 10MG','DOMPERIDONE-DOMPERIDONE TABS GOK 10MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,A4A21EE8-F21A-4CDF-AE8F-2CAA207D805E,3398,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
A44F0B24-22DB-4ADE-9C14-08DD27906D0C,'DOXYCYCLINE-CAPS DOXYCLINE LEWA 100MG','DOXYCYCLINE-CAPS DOXYCLINE LEWA 100MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1296,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
884B24B7-19CE-4727-A38C-6A3901DBBD39,'DOXYCYCLINE-CAPS DOXYCYCLINE 100MG GOK 100MG','DOXYCYCLINE-CAPS DOXYCYCLINE 100MG GOK 100MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1286,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
DF013E50-DF28-42EE-BC98-F09C04DE3006,'EDUCATIONAL MATERIAL-DRUG INDEX LEWA BOOK','EDUCATIONAL MATERIAL-DRUG INDEX LEWA BOOK',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3326,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
E10D4E7D-41B3-4B3B-9466-5767C218D9CD,'EFAVIRENZ-EFV 200MG','EFAVIRENZ-EFV 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,44FC5D16-12E8-4E93-9796-0015B007ADD7,1171,Drug,EFV,d8701763-151e-4b8f-9661-af9c044f5f81,
C589B4EC-A3F1-40D7-9846-E1DDC3E55628,'EFAVIRENZ-EFV 600MG','EFAVIRENZ-EFV 600MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,44FC5D16-12E8-4E93-9796-0015B007ADD7,1174,Drug,EFV,d8701763-151e-4b8f-9661-af9c044f5f81,
A6A8A462-1A32-431A-AAED-B554D0BB5665,'EMEDASTINE-EMADINE DROPS LEWA .05%','EMEDASTINE-EMADINE DROPS LEWA .05%',8bfde5a4-e278-4071-98dd-9d2fc24e1345,4A237325-D6EB-4F83-BE89-BDB21A345621,2161,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
94A8E8E6-3BED-4BD2-AA71-E76ED3CC919A,'ENALAPRIL-TABS ENALAPRIL GOK 5MG','ENALAPRIL-TABS ENALAPRIL GOK 5MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,66A058CF-3505-45C9-8BDF-654D11D31BC7,1730,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
2CE576DC-9DC7-478D-BDD1-9E4C8241C9D8,'ENALAPRIL-TABS ENALAPRIL LEWA 5MG','ENALAPRIL-TABS ENALAPRIL LEWA 5MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,66A058CF-3505-45C9-8BDF-654D11D31BC7,1733,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
3442DCAC-C101-478C-8DB5-39EC50FA7B0B,'EPHEDRINE-EPHIDRINE N DROPS ADULT LEWA DROPS','EPHEDRINE-EPHIDRINE N DROPS ADULT LEWA DROPS',8bfde5a4-e278-4071-98dd-9d2fc24e1345,0D3C2403-C404-4085-BB2F-0D858C84938D,1433,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
61D2BB29-F583-4854-BFB5-D3BED97ABD3B,'EPINEPHRINE-ADRENALINE INJ GOK 1MG/ML','EPINEPHRINE-ADRENALINE INJ GOK 1MG/ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7DDAADC2-00A0-46A0-BCD7-FC79870433FB,2084,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
14FEED12-E384-4DBB-B1F5-3E1516A168FC,'EPINEPHRINE-INJ ADRENALINE LEWA .1MG/ML','EPINEPHRINE-INJ ADRENALINE LEWA .1MG/ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7DDAADC2-00A0-46A0-BCD7-FC79870433FB,1530,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
648570C9-BBD5-419F-9A79-0C4135F3C122,'ERYTHROMYCIN BASE-SYRUP ERTHROMYCIN-LEWA 125MG/5ML','ERYTHROMYCIN BASE-SYRUP ERTHROMYCIN-LEWA 125MG/5ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1687,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
ECF5152E-7C3A-4A69-A312-96B6DC1C1F1A,'ERYTHROMYCIN BASE-TABS ERYTHROYCIN 250 GOK 250MG','ERYTHROMYCIN BASE-TABS ERYTHROYCIN 250 GOK 250MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1958,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
EAE4A260-EE9B-42CF-811C-6DBC38BEAAB4,'ERYTHROMYCIN STEARATE-ERYTHROMYCIN LEWA 250MG','ERYTHROMYCIN STEARATE-ERYTHROMYCIN LEWA 250MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1986,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
670B920A-1B39-45B5-94F0-DB9EE3D28302,'ERYTHROMYCIN STEARATE-SYRUP ERTHROMYCIN GOK 125MG/5ML','ERYTHROMYCIN STEARATE-SYRUP ERTHROMYCIN GOK 125MG/5ML',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1614,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
3F891260-1D8B-430D-9149-3834E967409C,'ERYTHROMYCIN STEARATE-TABS ERYTHROMYCIN LEWA 500MG','ERYTHROMYCIN STEARATE-TABS ERYTHROMYCIN LEWA 500MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7B5CDB52-1936-44E0-AF21-696F99364558,1727,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
120B8B7C-F4D7-405B-AFA4-6B8C37C5F606,'ESOMEPRAZOLE-ESOMEPRAZOLE LEWA 40MG','ESOMEPRAZOLE-ESOMEPRAZOLE LEWA 40MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,238EF3E4-1276-4A42-B763-0AF978BA0D59,1999,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
